domain,have_IP,multi_domain,have_at,length,redirect,hyphen_present,short_url,dns,check_cert,domain_age,forwarding,anchor_urls,request_url,status
lifehacker.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
lifehacker.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
livetv.sx,0,1,1,0,1,1,1,1,0,0,1,1,1,1
mangafox.me,1,1,1,0,1,1,1,1,1,1,1,0.5,0,1
mashable.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mashable.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mashable.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
mediaset.it,0,1,1,0,1,0,1,1,1,1,0,0,0,1
mediaset.it,0,1,1,0,1,0,1,1,1,1,0,1,0,1
mediaset.it,0,1,1,0,1,0,1,1,1,1,0,1,0,1
mediaset.it,0,1,1,0,1,0,1,1,1,1,0,1,0,1
mediaset.it,0,1,1,0,1,0,1,1,1,1,0,1,0,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,0.5,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,0.5,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,0.5,0.5,1
metro.co.uk,0,1,1,0,1,0,1,1,1,1,1,0.5,0.5,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
mic.com,0,1,1,0,1,0,1,1,1,1,1,0,0,1
mixi.jp,0,1,1,0,1,1,1,1,1,0,1,1,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
motthegioi.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
moviepilot.com,0,1,1,0,1,0,1,1,0,0,0,0,0,1
moviepilot.com,0,1,1,0,1,0,1,1,0,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
mylust.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
mylust.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
mylust.com,0,1,1,0,1,0,1,1,1,1,1,0.5,1,1
mylust.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nesn.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
nguyentandung.org,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
nguyentandung.org,0,1,1,0,1,0,1,1,1,1,0,0.5,0,1
nguyentandung.org,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
nguyentandung.org,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
nguyentandung.org,0,1,1,0,1,0,1,1,1,1,0,0.5,0,1
nguyentandung.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
nrk.no,0,1,1,0,1,0,1,1,1,0,0,0,0,1
nymag.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
nymag.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
nymag.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
nypost.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
nypost.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
nypost.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
nypost.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
olx.co.id,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.co.id,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.in,0,1,1,0,1,0,1,1,1,1,0,0,0,1
olx.pl,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.pl,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.pl,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.pl,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,1,1,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,1,1,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,1,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,1,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ro,1,1,1,0,1,0,1,1,1,1,0,0.5,0,1
olx.ua,0,1,1,0,1,0,1,1,1,0,1,1,1,1
olx.ua,0,1,1,0,1,0,1,1,1,0,0,0,0,1
olx.ua,0,1,1,0,1,1,1,1,1,0,0,0,0,1
onedio.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
onedio.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
otomoto.pl,1,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,1,1,1,0,1,0,1,1,1,1,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,1,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,1,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,1,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,1,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
otomoto.pl,0,1,1,0,1,0,1,1,1,0,0,0,0,1
patch.com,1,1,1,0,1,0,1,1,1,1,1,1,0.5,1
patch.com,1,1,1,0,1,0,1,1,1,1,1,1,0.5,1
patch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
patch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
patch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
perezhilton.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
perezhilton.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
perezhilton.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
persianblog.ir,0,1,1,0,1,1,1,1,0,0,0,0,0,1
pikabu.ru,1,1,1,0,1,1,1,1,1,1,1,0.5,0,1
pikabu.ru,1,1,1,0,1,1,1,1,1,1,1,0.5,0,1
pitchfork.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
plarium.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
plarium.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
plarium.com,1,1,1,0,1,0,1,1,1,0,1,1,0,1
plarium.com,1,1,1,0,1,0,1,1,1,1,1,1,0,1
plarium.com,1,1,1,0,1,0,1,1,1,1,1,1,0,1
plarium.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
plarium.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
plarium.com,1,1,1,0,1,0,1,1,1,1,1,1,0,1
plarium.com,1,1,1,0,1,0,1,1,1,1,1,1,0,1
pornsharing.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
pornsharing.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
pornsharing.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
qz.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0.5,1
ringring.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
ringring.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
ringring.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
ringring.vn,0,1,1,0,1,0,1,1,0,0,0,0,0,1
500px.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
500px.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
500px.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
sberbank.ru,1,1,1,0,1,0,1,1,1,1,0,0,0,1
sberbank.ru,1,1,1,0,1,0,1,1,1,1,0,0,0,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
searchengineland.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
seasonvar.ru,0,1,1,0,1,0,1,1,0,1,1,1,0,1
seasonvar.ru,0,1,1,0,1,0,1,1,0,1,1,1,0,1
seekingalpha.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
eksisozluk.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
eksisozluk.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
eksisozluk.com,0,1,1,0,1,0,1,1,1,0,1,1,1,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
serverfault.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
evernote.com,0,1,1,0,1,0,1,1,1,1,0,1,1,1
evernote.com,1,1,1,0,1,0,1,1,1,1,0,1,1,1
evernote.com,1,1,1,0,1,0,1,1,1,1,0,1,1,1
evernote.com,1,1,1,0,1,0,1,1,1,1,0,1,1,1
sfglobe.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
sfglobe.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
sfglobe.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
sfglobe.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
getpocket.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
getpocket.com,1,1,1,0,0,0,1,1,1,1,1,1,0,1
getpocket.com,0,1,1,0,0,0,1,1,1,1,1,1,0,1
getpocket.com,0,1,1,0,0,0,1,1,1,1,1,1,0,1
getpocket.com,0,1,1,0,0,0,1,1,1,1,1,1,0,1
giphy.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
hollywoodlife.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
ifttt.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
skyrock.com,0,1,1,0,1,0,1,1,1,0,1,0,1,1
skyrock.com,0,1,1,0,1,0,1,1,1,0,1,0,1,1
skyrock.com,0,1,1,0,1,0,1,1,1,0,1,0,1,1
skyrock.com,0,1,1,0,1,0,1,1,1,0,1,0,1,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,1,1,0,1
slashdot.org,0,1,1,0,1,0,1,1,1,1,0,0,0,1
lastpass.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
smallseotools.com,1,1,1,0,1,0,1,1,1,0,1,1,1,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,1,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,1,1,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
medium.com,0,1,0,0,1,0,1,1,1,1,0,1,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,1,0.5,0,1
medium.com,0,1,1,0,1,0,1,1,1,1,0,0.5,0,1
myspace.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
myspace.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
myspace.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
sourceforge.net,0,1,1,0,1,0,1,1,1,0,1,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,0,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,0,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,0,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,0,1,1,1,1,0,1,0,1
sourceforge.net,0,1,1,0,1,1,1,1,1,1,1,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
sourceforge.net,1,1,1,0,1,1,1,1,1,1,0,1,0,1
paytm.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
prezi.com,0,1,1,0,1,0,1,1,1,1,1,1,0,1
prezi.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
sprint.com,0,1,1,0,1,1,1,1,1,0,0,0.5,0.5,1
privatbank.ua,0,1,1,0,1,0,1,1,1,0,0,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
privatbank.ua,0,1,1,0,1,0,1,1,1,0,1,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
privatbank.ua,1,1,1,0,1,0,1,1,1,0,1,1,1,1
proboards.com,1,1,1,0,1,0,1,1,1,0,1,1,0,1
squarespace.com,0,1,1,0,1,0,1,1,1,1,0,1,0,1
soundcloud.com,1,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
stackoverflow.com,0,1,1,0,1,0,1,1,1,0,1,1,0,1
steamcommunity.com,0,1,1,0,0,1,1,1,1,1,1,0.5,0,1
subscene.com,0,1,1,0,1,0,1,1,0,1,1,1,1,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,0,0,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
superuser.com,0,1,1,0,1,0,1,1,1,0,1,0.5,0,1
userscloud.com,1,1,1,0,1,0,1,1,0,1,0,0,0,1
wmaraci.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
gov.uk,1,1,1,0,1,0,1,1,1,0,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,1,1,0.5,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
techcrunch.com,0,1,1,0,1,0,1,1,1,1,0,0,0,1
teespring.com,1,1,1,0,1,1,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
teespring.com,0,1,1,0,1,0,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,0,1,1,1,1,0,0,0,1
teespring.com,1,1,1,0,1,0,1,1,1,1,1,1,1,1
teespring.com,1,1,1,0,1,0,1,1,1,1,0,0,0,1
telegraf.com.ua,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
telegraf.com.ua,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
thechive.com,0,1,1,0,1,0,1,1,1,0,1,1,0.5,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,0,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
themeforest.net,0,1,1,0,1,0,1,1,1,1,1,1,0,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,0,0.5,0,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
thenextweb.com,0,1,1,0,1,0,1,1,1,1,1,0,1,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,1,1,1,0,1,0,1,1,1,0,0,0,0,1
tinnhanh360.net,0,1,1,0,1,0,1,1,1,0,0,0,0,1
